SUOMEN_HAKSUOMEN_YHD SUOMEN_HA2 SUOMEN_J_L	SAAMEN_HAKSAAMEN_YHD  SAAMEN_TAI  SAAMEN_RIN  ESIMERKIT JA MUITA HAKUSANAAN LIITTYVIÄ SANOJA  	SAAMEN_HAK	SUOMEN_HAK	SAAMEN_RIN	ESIMERKIT JA MUITA HAKUSANAAN LIITTYVIÄ SANOJA	SAAMEN_YHD	SUOMEN_YHD	SAAMEN_TAI	SUOMEN_HA2	SUOMEN_J_L
julistaa  	kulluuttiđ  kullut,  julgáštiđ    	kulluuttiđ	julistaa	julgáštiđ				kullut,		
juliste  	poster,    plaakaat    	poster,	juliste	plaakaat						
julistus  	julgáštâs        	julgáštâs	julistus							
juljeta  	ooviittiđ  oovit      	ooviittiđ	juljeta					oovit		
julkaisija  	o'lgosadeleijee        	o'lgos	julkaisija			adeleijee				
julkaista  	a'lmostittiđ  a'lmosti'tám a'lmostit      	a'lmostittiđ	julkaista					a'lmosti'tám a'lmostit		
julkaisu  	a'lmostittem  a'lmostitmeh,  olgosadaldâh -adalduv    	a'lmostittem	julkaisu	olgosadaldâh -adalduv				a'lmostitmeh,		
julkaisusarja  	a'lmostittemráiđu  -rááiđu      	a'lmostittem	julkaisu			ráiđu	sarja	-rááiđu		
julkaisutuki  	a'lmostittemtoorjâ  -torjuu      	a'lmostittem	julkaisu			toorjâ	tuki	-torjuu		
julkea   	(sudesta tai muista pedoista) snielah;    (ihminen) heeppâdmáttum, heeppâdtem # heeppâdtemes    	(sudesta tai muista pedoista) snielah;	julkea 	(ihminen) heeppâdmáttum, heeppâdtem # heeppâdtemes						
julki  	oolmân,    oolmâs, julgâ    	oolmân,	julki	oolmâs, julgâ						
julkilausuma  	a'lmosciäl'kkámuš,    julgáštâs    	a'lmos	julki	julgáštâs		ciäl'kkámuš,	lausuma			
julkinen  	ju'lgâlâš  ju'lgâlii,  a'lmos almoos, a'lmolâš a'lmolii    	ju'lgâlâš	julkinen	a'lmos almoos, a'lmolâš a'lmolii				ju'lgâlii,		
julkipano  	uái'nimnáálpieijâm,     a'lmosinpieijâm    	uái'nimnáálpieijâm, 	julki	a'lmosinpieijâm			pano			
julkisesti  	julgâlávt        	julgâlávt	julkisesti							
julkishallinto  	a'lmosha'ldâttâs        	a'lmos	julkis			ha'ldâttâs	hallinto			
julkisivu  	ovdâsijđo  -siijđo,  julgâsijđo -siijđo    	ovdâ	julki	julgâsijđo -siijđo		sijđo	sivu	-siijđo,		
julkisoikeus  	a'lmosvuoi'gâdvuotâ  -vuoi'gâdvuođâ      	a'lmos	julkis			vuoi'gâdvuotâ	oikeus	-vuoi'gâdvuođâ		
julkisuus  	a'lmolašvuotâ  a'lmolašvuođâ      	a'lmolašvuotâ	julkisuus					a'lmolašvuođâ		
julkisyhteisö  	a'lmossiä'rvádâh  -siä'rváduv      	a'lmos	julkis			siä'rvádâh	yhteisö	-siä'rváduv		
julma  	julme  ju'lme      	julme	julma					ju'lme		
julmistua  	julmođ  ju'lmom      	julmođ	julmistua					ju'lmom		
jumala  	immeel        	immeel	jumala							
jumalaapelkääväinen  	immeelpalolâš  -palolii      	immeel	jumalaa			palolâš	pelkääväinen	-palolii		
jumalainen  	immeellâš  immeellii      	immeellâš	jumalainen					immeellii		
jumalankieltäjä  	immeelkieldee        	immeel	jumalan			kieldee	kieltäjä			
jumalanpalvelus  	immeelpalvâlus        	immeel	jumalan			palvâlus	palvelus			
jumalanpelko  	immeelpaLo  -palo      	immeel	jumalan			paLo	pelko	-palo		
jumalanpilkka  	immeelpilkkedem        	immeel	jumalan			pilkkedem	pilkka			
jumalansana  	immeelsääNi  -sääni ~ -säne      	immeel	jumalan			sääNi	sana	-sääni ~ -säne		
jumalaton  	immeelmáttum        	immeelmáttum	jumalaton							
jumalattomuus  	immeelmáttumvuotâ  immeelmáttumvuođâ      	immeelmáttumvuotâ	jumalattomuus					immeelmáttumvuođâ		
jumalinen  	immeellâš  immeellii      	immeellâš	jumalinen					immeellii		
jumaloida  	palvâliđ;    anneeđ idolin    	palvâliđ;	jumaloida	anneeđ idolin						
jumaluus  	immeelvuotâ  immeelvuođâ      	immeelvuotâ	jumaluus					immeelvuođâ		
jumaluusoppi  	immeelvuođâoppâ  -oopâ,  teologia    	immeelvuođâ	jumaluus	teologia		oppâ	oppi	-oopâ,		
jumittua  	áhásiđ  ááhás~ááhâs,  navliittuđ; (jk taakse t. varaan) nukkosiđ; (jäädä kiinni, juuttua, tarttua) tarvaniđ, vovdâđ voovdâm vavda; (hampaan rakoon) páNálistiđ; (pala kurkkuun) čáhániđ čáhháán, čiä'hániđ čiä'hánâm; (vene kiinni matalikkoon kun vesi on matalalla) coohhuđ~cohhuđ ~ cuoh'huđ cuáh'hoo, cuá'háduđ cuá'háduum cuá'háduVá    	áhásiđ	jumittua	navliittuđ; (jk taakse t. varaan) nukkosiđ; (jäädä kiinni, juuttua, tarttua) tarvaniđ, vovdâđ voovdâm vavda; (hampaan rakoon) páNálistiđ; (pala kurkkuun) čáhániđ čáhháán, čiä'hániđ čiä'hánâm; (vene kiinni matalikkoon kun vesi on matalalla) coohhuđ~cohhuđ ~ cuoh'huđ cuáh'hoo, cuá'háduđ cuá'háduum cuá'háduVá				ááhás~ááhâs,		
jumppa  	lášmuttâllâm,    vuáimástâllâm, jumppa    	lášmuttâllâm,	jumppa	vuáimástâllâm, jumppa						
jumputtaa  	poŋkkeđ  po'ŋkám      	poŋkkeđ	jumputtaa					po'ŋkám		
jumputus  	poŋkkem        	poŋkkem	jumputus							
juna  	juNá  juná,  juna    	juNá	juna	juna				juná,		
junanrata  	junáraĐe  -rađe      	juná	junan			raĐe	rata	-rađe		
juoda  	juuHâđ  juuVâm;  (ahnehtien) šávduđ šáávdum, šloggođ šlogom; (ryystää, hörppiä) šloggâđ šloogâm šlagga; (kulauttaa) šliráhuttiđ šliráhutám; (juoda lutkuttaa) skuár'ččuđ skuárčum skorččum;  (juoda yhdellä kulauksella tyhjäksi) škuráhittiđ škuráhi'tám  	juuHâđ	juoda	(ahnehtien) šávduđ šáávdum, šloggođ šlogom; (ryystää, hörppiä) šloggâđ šloogâm šlagga; (kulauttaa) šliráhuttiđ šliráhutám; (juoda lutkuttaa) skuár'ččuđ skuárčum skorččum;	(juoda yhdellä kulauksella tyhjäksi) škuráhittiđ škuráhi'tám			juuVâm;		
juoksaista  	kaččâliđ        	kaččâliđ	juoksaista							
juoksennella  	(kaksijalkaisista) kačâdiđ  kaaččâd;  (nelijalkaisista) ruo'tâdiđ ruottâd    	(kaksijalkaisista) kačâdiđ	juoksennella	(nelijalkaisista) ruo'tâdiđ ruottâd				kaaččâd;		
juoksettua  	loppiđ  loppiim luáp'pee      	loppiđ	juoksettua					loppiim luáp'pee		
juokseva  	(esim. neste) kolgee;    (vetelä) njarbâd # njarbis; (esim. asia) piä'iválâš piä'iválii;  (juokseva numero) kurgâlâsnummeer  	(esim. neste) kolgee;	juokseva	(vetelä) njarbâd # njarbis; (esim. asia) piä'iválâš piä'iválii;	(juokseva numero) kurgâlâsnummeer					
juoksija  (kaksijalkainen)	kač'čee        	kač'čee	juoksija							(kaksijalkainen)
juoksupoika  	kočostâh  kočostuv      	kočostâh	juoksu				poika	kočostuv		
juoksurata  	kaččâmraĐe  -rađe      	kaččâm	juoksu			raĐe	rata	-rađe		
juoksute  (juuston)	loppiittâs        	loppiittâs	juoksute							(juuston)
juoksuttaa  	(kaksijalkaisista) kačâttiđ  kaaččât;  (kuljettaa juosten) kačâttiđ kaaččât; (lyhyen matkaa) kaččâlittiđ kaččâli'tám; (nelijalkaisista) ruo'tâttiđ ruottât; (perässään) čuá'vuttiđ čuávut; (maitoa tms.) loppiittiđ    	(kaksijalkaisista) kačâttiđ	juoksuttaa	(kuljettaa juosten) kačâttiđ kaaččât; (lyhyen matkaa) kaččâlittiđ kaččâli'tám; (nelijalkaisista) ruo'tâttiđ ruottât; (perässään) čuá'vuttiđ čuávut; (maitoa tms.) loppiittiđ				kaaččât;		
juoksutusmaha  	togge  toge      	togge	juoksutus				maha	toge		
juolahtaa  mieleen	smie'tâstid  smiettâst      	smie'tâstid	juolahtaa					smiettâst		mieleen
juolavehnä  Elymus repens	vie'lgisruotâs  -ruot'tâs      	vie'lgis	juola			ruotâs	vehnä	-ruot'tâs		Elymus repens
juolukka  Vaccinium uliginosum	etimâs~etimus        	etimâs~etimus	juolukka							Vaccinium uliginosum
juolukkapaju  Salix mertilloides	etimâssieđ'gâ  -sieđgâ      	etimâs	juolukka			sieđ'gâ	paju	-sieđgâ		Salix mertilloides
juoma  	juhâmâš~juhâmuš        	juhâmâš~juhâmuš	juoma							
juomakelpoinen  	ju'Vâtteijee        	ju'Vâtteijee	juoma				kelpoinen			
juomalasi  	juuHâmlaaSâ  -laasâ,  laaSâ laasâ    	juuHâm	juoma	laaSâ laasâ		laaSâ	lasi	-laasâ,		
juomanlaskija  	juhâmâšliäš'koo        	juhâmâš	juoman			liäš'koo	laskija			
juomapaikka  (eläimille)	juvâttuh  juvâttuv      	juvâttuh	juoma				paikka	juvâttuv		(eläimille)
juomari  	(alkoholisti) juhhee;    (paljon jtak juova) ju'hâlâs;  (paljon kahvia juova) kähviju'hâlâs, käähviju'hâlâs; (paljon vettä juova) čäciju'hâlâs  	(alkoholisti) juhhee;	juomari	(paljon jtak juova) ju'hâlâs;	(paljon kahvia juova) kähviju'hâlâs, käähviju'hâlâs; (paljon vettä juova) čäciju'hâlâs					
juomingit  (mon.)	juVâlmâsah  (mon.)      	juVâlmâsah	juomingit					(mon.)		(mon.)
juomus  	juoŋâs  juoŋŋâs      	juoŋâs	juomus					juoŋŋâs		
juomussalko  	suárváš  suár'váá;    (työntää juomussalkoa jään alle) valgâđ vaalgâm válgá  	suárváš	juomus		(työntää juomussalkoa jään alle) valgâđ vaalgâm válgá		salko	suár'váá;		
juomustaa  	juo'ŋâstiđ        	juo'ŋâstiđ	juomustaa							
juoni  	juoNâ  juonâ;  (pahantahtoinen suunnitelma) niRe    	juoNâ	juoni	(pahantahtoinen suunnitelma) niRe				juonâ;		
juonia  	juá'Nušiđ  juánnuš  ~ juo'Nušiđ juonnuš, käVilâššâđ käVilâšâm    	juá'Nušiđ	juonia	~ juo'Nušiđ juonnuš, käVilâššâđ käVilâšâm				juánnuš		
juontaa  	(toimia juontajana) jođettiđ  joođeet;  (olla peräisin) leđe meddâl, puáttiđ puá'đám;  (ajatus juontaa juurensa (jstak)) juurdâ lij meddâl (kostnii), juurdâ puátá (kostnii)  	(toimia juontajana) jođettiđ	juontaa	(olla peräisin) leđe meddâl, puáttiđ puá'đám;	(ajatus juontaa juurensa (jstak)) juurdâ lij meddâl (kostnii), juurdâ puátá (kostnii)			joođeet;		
juopotella  	juVâttâllâđ  juVâttâlâm      	juVâttâllâđ	juopotella					juVâttâlâm		
juoppo  (alkoholisti)	juhhee;      (paljon jtak juova) ju'hâlâs; (paljon kahvia juova) kähviju'hâlâs, käähviju'hâlâs; (paljon vettä juova) čäciju'hâlâs  	juhhee;	juoppo		(paljon jtak juova) ju'hâlâs; (paljon kahvia juova) kähviju'hâlâs, käähviju'hâlâs; (paljon vettä juova) čäciju'hâlâs					(alkoholisti)
juoppous  	juhheevuotâ  juhheevuođâ      	juhheevuotâ	juoppous					juhheevuođâ		
juopua  	uái'váduđ  uái'váduum uái'váduVá;  (erit. alkoholista) vi'jnáttuđ vi'jnáttuum vi'jnáttuVá    	uái'váduđ	juopua	(erit. alkoholista) vi'jnáttuđ vi'jnáttuum vi'jnáttuVá				uái'váduum uái'váduVá;		
juopumus  	uáivistvuotâ  uáivistvuođâ,  juuHâmvuotâ -vuođâ, juhâlume    	uáivistvuotâ	juopumus	juuHâmvuotâ -vuođâ, juhâlume				uáivistvuođâ,		
juoru  	šlaadâr  šladdâr,  markkânsaahâ -saaVâ    	šlaadâr	juoru	markkânsaahâ -saaVâ				šladdâr,		
juorukello  	šladârdeijee        	šladârdeijee	juoru				kello			
juoruta  	šladârdiđ  šlaaddârd,  čulliđ čulliim čollee    	šladârdiđ	juoruta	čulliđ čulliim čollee				šlaaddârd,		
juosta  	(kaksijalkaisista) kaččâđ  kaačâm káččá;  (lähteä juoksemaan kaksijalkaisista) kaččâliđ; (nelijalkaisista) ruot'tâđ ruotâm; (lähteä juoksemaan nelijalkaisista) ruo'tâstiđ ruottâst, ruo'tâstittiđ ruo'tâsti'tám; (perässä kaksijalkaisista) kačâttiđ kaaččât, kaččâlittiđ kaččâli'tám; (vähän nelijalkaisista) ruo'tâstiđ ruottâst; (nopeasti) njaldeđ nja'ldam; (poro hankea pitkin) cuá'ŋuliđ cuáŋŋul; (repaleiset vaatteet liehuen) rimškođ ri'mškom;  (päästää juoksemaan karkuun) pe'stittiđ pestid; (juostessa nostaa takamus korkealle) čurttoliđ  	(kaksijalkaisista) kaččâđ	juosta	(lähteä juoksemaan kaksijalkaisista) kaččâliđ; (nelijalkaisista) ruot'tâđ ruotâm; (lähteä juoksemaan nelijalkaisista) ruo'tâstiđ ruottâst, ruo'tâstittiđ ruo'tâsti'tám; (perässä kaksijalkaisista) kačâttiđ kaaččât, kaččâlittiđ kaččâli'tám; (vähän nelijalkaisista) ruo'tâstiđ ruottâst; (nopeasti) njaldeđ nja'ldam; (poro hankea pitkin) cuá'ŋuliđ cuáŋŋul; (repaleiset vaatteet liehuen) rimškođ ri'mškom;	(päästää juoksemaan karkuun) pe'stittiđ pestid; (juostessa nostaa takamus korkealle) čurttoliđ			kaačâm káččá;		
juosten  	(nelijalkaisista) ruotân,    (kaksijalkaisista) kaačân    	(nelijalkaisista) ruotân,	juosten	(kaksijalkaisista) kaačân						
juotava  	(juoma) juhâmâš,    juhâmuš; (juomakelpoinen) ju'Vâtteijee    	(juoma) juhâmâš,	juotava	juhâmuš; (juomakelpoinen) ju'Vâtteijee						
juotin  	kolvâ  koolvâ      	kolvâ	juotin					koolvâ		
juotos  	ju'Vâttâs        	ju'Vâttâs	juotos							
juottaa  (antaa juotavaa ja liittää juottamalla)	juVâttiđ  juuvvât      	juVâttiđ	juottaa					juuvvât		(antaa juotavaa ja liittää juottamalla)
juottokolvi  	ju'Vâttemkolvâ  -koolvâ,  juVâttemkolvi - koolvi    	ju'Vâttem	juotto	juVâttemkolvi - koolvi		kolvâ	kolvi	-koolvâ,		
juova  (raita)	säärgis  sárgá      	säärgis	juova					sárgá		(raita)
juovikas  	sárgáá  # -s      	sárgáá	juovikas					# -s		
juovuksissa  	juhâlum,    leđe uáivist    	juhâlum,	juovuksissa	leđe uáivist						
jurakko  (ajokkaasta)	luobdâh        	luobdâh	jurakko							(ajokkaasta)
juridiikka  	rieh'tioppâ  -oopâ      	rieh'ti	juridiikka			oppâ		-oopâ		
juridinen  	rieh'tiopâlâš  -opâlii      	rieh'ti	juridinen			opâlâš		-opâlii		
juristi  	juuriist        	juuriist	juristi							
jurmu  (syvänne kosken alla)	jormo  jo'rmo      	jormo	jurmu					jo'rmo		(syvänne kosken alla)
juro  	skuŋkkâ   skuuŋkâ;  (puhumaton) sárnuttem    	skuŋkkâ 	juro	(puhumaton) sárnuttem				skuuŋkâ;		
juroa  	nááđđuđ  nááđum      	nááđđuđ	juroa					nááđum		
justeeri  	koldâsááhá,    justeer    	koldâ	justeeri	justeer		sááhá,				
justiin  	eidu,    eidu nuuvt    	eidu,	justiin	eidu nuuvt						
jutaa  	jotteeđ  jođám      	jotteeđ	jutaa					jođám		
jutaminen  	jotteem        	jotteem	jutaminen							
jutamispolku  	jođáttâh  jođáttuv      	jođáttâh	jutamis				polku	jođáttuv		
jutella  	huá'tistiđ  huátist,  huát'táđ huát'táám, saVâstâllâđ saVâstâlâm, saVâstiđ saavvâst    	huá'tistiđ	jutella	huát'táđ huát'táám, saVâstâllâđ saVâstâlâm, saVâstiđ saavvâst				huátist,		
juttu  	maainâs  mainâs;  (seikkailujuttu) fiäráán    	maainâs	juttu	(seikkailujuttu) fiäráán				mainâs;		
juttukaveri  	sárnumskippáár        	sárnum	juttu			skippáár	kaveri			
juurakko  	syeb'dee;    (kantoineen) kuádui kuod'duu; (pieni kantoineen) kuod'duš kuod'duužii    	syeb'dee;	juurakko	(kantoineen) kuádui kuod'duu; (pieni kantoineen) kuod'duš kuod'duužii						
juurakonhaara  	kuá'duipelji  -peelji      	kuá'dui	juurakon			pelji	haara	-peelji		
juurekkaat  Collybia	ruot'tâsiih        	ruot'tâsiih	juurekkaat							Collybia
juures  	ruo'tâsšaddo  -šado      	ruo'tâs	juures			šaddo		-šado		
juuri  (part.)	eidu,      -gân~-kân, tástán~tástân; (vast'ikään, jäljiltä) viđá;  (juuri ammuttu) pääččim viđá; (juuri siinä) tietogo; (juuri silloin) páRásist; (juuri sinä esim. päivänä) tonnân; (juuri ja juuri) het-het  	eidu, 	juuri	 -gân~-kân, tástán~tástân; (vast'ikään, jäljiltä) viđá;	(juuri ammuttu) pääččim viđá; (juuri siinä) tietogo; (juuri silloin) páRásist; (juuri sinä esim. päivänä) tonnân; (juuri ja juuri) het-het					(part.)
juuri  (subst.)	(puun) veddi  veedi,  veedis viäd'dá, (m.matem.) ruotâs ruot'tâs; (pieni) viäd'dáš viäd'dáá; (hampaan) maadâ madduu; (esim. sukujuuret) madduuh (mon.); (viilin tms. hapanmaitotuotteen siemen) loppiittâs    	(puun) veddi	juuri	veedis viäd'dá, (m.matem.) ruotâs ruot'tâs; (pieni) viäd'dáš viäd'dáá; (hampaan) maadâ madduu; (esim. sukujuuret) madduuh (mon.); (viilin tms. hapanmaitotuotteen siemen) loppiittâs				veedi,		(subst.)
juurihoito  	maadâtipšo  -ti'pšo      	maadâ	juuri			tipšo	hoito	-ti'pšo		
juurikarva  	ruo'tâssoovsâ  -soksâm      	ruo'tâs	juuri			soovsâ	karva	-soksâm		
juurikääpä  	ruo'tâsčááNá  -čááná~-čáná      	ruo'tâs	juuri			čááNá	kääpä	-čááná~-čáná		
juurinystyrä  	ruo'tâsčuol'mâ  -čuolmâ      	ruo'tâs	juuri			čuol'mâ	nystyrä	-čuolmâ		
juuriselleri  	ruo'tâsseller        	ruo'tâs	juuri			seller	selleri			
juurruttaa  	ruo'tâsmittiđ  ruo'tâsmi'tám      	ruo'tâsmittiđ	juurruttaa					ruo'tâsmi'tám		
juurta  jaksaen	râkkân~rekkân        	râkkân~rekkân	juurta							jaksaen
juurtua  	ruo'tâsmuđ  ruo'tâsmuVá,  ruo'tâstuđ ruo'tâstuVá, vadâstuđ vadâstuVá    	ruo'tâsmuđ	juurtua	ruo'tâstuđ ruo'tâstuVá, vadâstuđ vadâstuVá				ruo'tâsmuVá,		
juurtumahapset  (mon.)	ruo'tâsmumsoksâmeh  (mon.)      	ruo'tâsmum	juurtuma			soksâmeh	hapset	(mon.)		(mon.)
juurtumahapsi  	ruo'tâsmumriesâ  -riessâm      	ruo'tâsmum	juurtuma			riesâ	hapsi	-riessâm		
juusto  	vuás'tá  vuástá;    (tehdä juustoa) vuos'tiđ vuos'tiim vyes'tee  	vuás'tá	juusto		(tehdä juustoa) vuos'tiđ vuos'tiim vyes'tee			vuástá;		
juustohöylä  	vuás'táheevvâl,    vuás'tánijbe -niijbe    	vuás'tá	juusto	vuás'tánijbe -niijbe		heevvâl,	höylä			
juustonkuivausverkko  tai -ritilä	vuás'tásite  -siđe      	vuás'tá	juuston			site	kuivausverkko	-siđe		tai -ritilä
juutalainen  	juudalâš  juudalii,  juuvdálâš juvdálii    	juudalâš	juutalainen	juuvdálâš juvdálii				juudalii,		
juutti  	juutti  juuti      	juutti	juutti					juuti		
juuttua  	áhásiđ  ááhás~ááhâs,  navliittuđ; (jk taakse t. varaan) nukkosiđ; (jäädä kiinni, juuttua, tarttua) tarvaniđ, vovdâđ voovdâm vavda; (hampaan rakoon) páNálistiđ; (pala kurkkuun) čáhániđ čáhháán, čiä'hániđ čiä'hánâm; (vene kiinni matalikkoon kun vesi on matalalla) coohhuđ~cohhuđ ~ cuoh'huđ cuáh'hoo, cuá'háduđ cuá'háduum cuá'háduVá    	áhásiđ	juuttua	navliittuđ; (jk taakse t. varaan) nukkosiđ; (jäädä kiinni, juuttua, tarttua) tarvaniđ, vovdâđ voovdâm vavda; (hampaan rakoon) páNálistiđ; (pala kurkkuun) čáhániđ čáhháán, čiä'hániđ čiä'hánâm; (vene kiinni matalikkoon kun vesi on matalalla) coohhuđ~cohhuđ ~ cuoh'huđ cuáh'hoo, cuá'háduđ cuá'háduum cuá'háduVá				ááhás~ááhâs,		
jykevä  	hormiš        	hormiš	jykevä							
jylhä  	ruámšáá  # -s      	ruámšáá	jylhä					# -s		
jylinä, jyly  	juummân~jummân,    juullân, juuMâ juumâ, juuLâ juulâ, juucâ juusâ; (ukkosen) čiä'rgáduh čiä'rgáduv    	juummân~jummân,	jylinä, jyly	juullân, juuMâ juumâ, juuLâ juulâ, juucâ juusâ; (ukkosen) čiä'rgáduh čiä'rgáduv						
jylistä  	julijdiđ  juulijd~juuliid,  juuccâđ juusâi, juumáđ juumáá; (ukkosesta) čiär'guđ čiärgum čiär'gu    	julijdiđ	jylistä	juuccâđ juusâi, juumáđ juumáá; (ukkosesta) čiär'guđ čiärgum čiär'gu				juulijd~juuliid,		
jyminä  	juuMâ  juumâ,  meehkâs, puuŋkâs puŋkkâs    	juuMâ	jyminä	meehkâs, puuŋkâs puŋkkâs				juumâ,		
jymistä  	jumijdiđ  juumiid~juumijd,  poŋkkeđ po'ŋkám    	jumijdiđ	jymistä	poŋkkeđ po'ŋkám				juumiid~juumijd,		
jymähtää  	miäh'káđ  miäh'kájeh      	miäh'káđ	jymähtää					miäh'kájeh		
jymäyttää  	stonccâliđ,    peškâliđ    	stonccâliđ,	jymäyttää	peškâliđ						
jyrinä  	juuRâ  juurâ,  juurrân; (ukkosen) čiä'rgádâh~čiä'rgádoh~čiä'rgáduh čiä'rgáduv    	juuRâ	jyrinä	juurrân; (ukkosen) čiä'rgádâh~čiä'rgádoh~čiä'rgáduh čiä'rgáduv				juurâ,		
jyristä  	jurdijdiđ  juurijd;  (ukkosesta) čiär'guđ čiärgum čiär'gu, somijdiđ soomijd~soomiid    	jurdijdiđ	jyristä	(ukkosesta) čiär'guđ čiärgum čiär'gu, somijdiđ soomijd~soomiid				juurijd;		
jyrkkä  	ciägus  ciäg'gus # ciä'gu,  ciä'gu-, kivkkáá # -s, kivkker # -is~-âs, terkkii # terkkâ~terkkiis    	ciägus	jyrkkä	ciä'gu-, kivkkáá # -s, kivkker # -is~-âs, terkkii # terkkâ~terkkiis				ciäg'gus # ciä'gu,		
jyrkänne  	kočâttâh  kočâttuv;    (jyrkkä rinne) heŋgâviel'tti -vielti  	kočâttâh	jyrkänne		(jyrkkä rinne) heŋgâviel'tti -vielti			kočâttuv;		
jyrsijä  	jurssee,    ciep'pee    	jurssee,	jyrsijä	ciep'pee						
jyrsinkone  	jursemmaašin        	jursem	jyrsin			maašin	kone			
jyrsiä  	cieppâđ  cievâm,  jursseđ~jurseđ ju'rsám; (itseään, esim. porosta) purâdâttâđ purâdâđâm    	cieppâđ	jyrsiä	jursseđ~jurseđ ju'rsám; (itseään, esim. porosta) purâdâttâđ purâdâđâm				cievâm,		
jyrä  	tassimpiergâs  -pier'gâs      	tassim	jyrä			piergâs		-pier'gâs		
jyrähtää  (ukkosesta)	čergiđ  čergiim čergee      	čergiđ	jyrähtää					čergiim čergee		(ukkosesta)
jyske  	puuŋkâs  puŋkkâs      	puuŋkâs	jyske					puŋkkâs		
jyskyttää  	mehkâliđ,    jalkkaattiđ jalkkat, (m. tömistää) poŋkkeđ po'ŋkám, (m. hakata) skalmiđ skalmiim skälmee; (sydän) jalkkeđ ja'lham, julkkeđ ju'lhám    	mehkâliđ,	jyskyttää	jalkkaattiđ jalkkat, (m. tömistää) poŋkkeđ po'ŋkám, (m. hakata) skalmiđ skalmiim skälmee; (sydän) jalkkeđ ja'lham, julkkeđ ju'lhám						
jyskytys  (sydämen)	juulhâs  julkkâs,  jalkkem    	juulhâs	jyskytys	jalkkem				julkkâs,		(sydämen)
jysähtää  	miäh'káđ  miäh'kájeh,  piäš'káđ piäš'káá; (maahan) kuhmáđ kuhmáám    	miäh'káđ	jysähtää	piäš'káđ piäš'káá; (maahan) kuhmáđ kuhmáám				miäh'kájeh,		
jysäyttää  	julkkâliđ        	julkkâliđ	jysäyttää							
jytinä  	meehkâs        	meehkâs	jytinä							
jytistä  	juhkeđ  ju'hkám,  poŋkkeđ po'ŋkám poŋkká    	juhkeđ	jytistä	poŋkkeđ po'ŋkám poŋkká				ju'hkám,		
jyvitys  	jiv'vim,     jiVedem    	jiv'vim, 	jyvitys	jiVedem						
jyvä  	(viljan) jiVe  jive;  (tähtäimessä) nábbá náábá    	(viljan) jiVe	jyvä	(tähtäimessä) nábbá náábá				jive;		
jyvänen  	jivečalme  -ča'lme      	jive	jyvänen			čalme		-ča'lme		
jyvästatti  Suillus granulatus	jivestatti  -taati      	jives	jyväs			tatti	tatti	-taati		Suillus granulatus
jyystää  	justeđ  ju'stám,  jursseđ~jurseđ ju'rsám; (itseään, esim. porosta) purâdâttâđ purâdâđâm    	justeđ	jyystää	jursseđ~jurseđ ju'rsám; (itseään, esim. porosta) purâdâttâđ purâdâđâm				ju'stám,		
jähmettymispiste  	storgâsmemrääJi  -rääji      	storgâsmem	jähmettymis			rääJi	piste	-rääji		
jähmettyä  (paikoilleen)	ste'rgâgiđ  steergâg      	ste'rgâgiđ	jähmettyä					steergâg		(paikoilleen)
jähmeä  	stoorgâs  storgâs # storgâ      	stoorgâs	jähmeä					storgâs # storgâ		
jäinen  	kolmum;    jie'Ŋâkoolmâs -kolmâs # -kolmâ, jie'Ŋâ-    	kolmum;	jäinen	jie'Ŋâkoolmâs -kolmâs # -kolmâ, jie'Ŋâ-						
jäkälikkö  	jeVileennâm,    jäävvileennâm; (räkkäporon tallaama) jiär'nâm    	jeVil	jäkälikkö	jäävvileennâm; (räkkäporon tallaama) jiär'nâm		eennâm,				
jäkälä  	jäävvil  jáhháál jáháleh,  jeeVil jiäHál; (vain puunrungolla t. kivessä kasvava) konnâ kooNâ;  (nostaa, kerätä jäkälää) jäVildiđ jäävvild; (tuolla jäkälättömäksi) jäävvilttuđ jäävvilttuVá  	jäävvil	jäkälä	jeeVil jiäHál; (vain puunrungolla t. kivessä kasvava) konnâ kooNâ;	(nostaa, kerätä jäkälää) jäVildiđ jäävvild; (tuolla jäkälättömäksi) jäävvilttuđ jäävvilttuVá			jáhháál jáháleh,		
jäkälöitynyt  	jävildum        	jävildum	jäkälöitynyt							
jäkälöityä  	jävilduđ  jävilduVá,  jäävvilluđ    	jävilduđ	jäkälöityä	jäävvilluđ				jävilduVá,		
jäljelle  	(jäädä jäljelle) pääcciđ väldihánnáá, pääcciđ tuálvuhánnáá, pääcciđ orroođ        	(jäädä jäljelle) pääcciđ väldihánnáá, pääcciđ tuálvuhánnáá, pääcciđ orroođ	jäljelle							
jäljellä  	(vain yksi on jäljellä) tuš ohtâ lii pááccám ~ väldihánnáá ~ tuálvuhánnáá        	(vain yksi on jäljellä) tuš ohtâ lii pááccám ~ väldihánnáá ~ tuálvuhánnáá	jäljellä							
jäljennös  	miäldus  miäl'dus,  (m. luentomoniste) mááŋgus máŋ'gos    	miäldus	jäljennös	(m. luentomoniste) mááŋgus máŋ'gos				miäl'dus,		
jäljentää  	miäldustiđ,    kopijistiđ kopijistám    	miäldustiđ,	jäljentää	kopijistiđ kopijistám						
jäljessä, -stä  	maajeeld,    maajaabeln~maaŋaabeln    	maajeeld,	jäljessä, -stä	maajaabeln~maaŋaabeln						
jäljiltä  	viđá;      (heti ampumisen jäljiltä) pääččim viđá  	viđá;	jäljiltä		(heti ampumisen jäljiltä) pääččim viđá					
